,0
2998,1
2999,0
3000,4
3001,0
3002,0
3003,5
3004,0
3005,1
3006,3
3007,5
3008,3
3009,2
3010,2
3011,3
3012,4
3013,2
3014,3
3015,3
3016,5
3017,4
3018,3
3019,2
3020,5
3021,5
3022,3
3023,0
3024,0
3025,0
3026,3
3027,2
3028,2
3029,4
3030,3
3031,1
3032,3
3033,3
3034,3
3035,5
3036,1
3037,5
3038,4
3039,2
3040,3
3041,5
3042,2
3043,1
3044,0
3045,3
3046,3
3047,2
3048,2
3049,1
3050,4
3051,2
3052,4
3053,5
3054,5
3055,2
3056,4
3057,2
3058,2
3059,4
3060,3
3061,1
3062,1
3063,2
3064,2
3065,1
3066,2
3067,3
3068,3
3069,2
3070,5
3071,1
3072,4
3073,4
3074,5
3075,0
3076,2
3077,3
3078,2
3079,4
3080,3
3081,3
3082,3
3083,4
3084,1
3085,0
3086,2
3087,0
3088,1
3089,0
3090,3
3091,5
3092,0
3093,5
3094,0
3095,3
3096,2
3097,0
3098,5
3099,1
3100,4
3101,0
3102,0
3103,1
3104,0
3105,2
3106,0
3107,1
3108,3
3109,2
3110,3
3111,4
3112,1
3113,3
3114,4
3115,4
3116,1
3117,4
3118,2
3119,1
3120,1
3121,4
3122,3
3123,3
3124,2
3125,2
3126,2
3127,4
3128,5
3129,1
3130,5
3131,5
3132,1
3133,5
3134,0
3135,4
3136,0
3137,5
3138,0
3139,0
3140,2
3141,1
3142,0
3143,1
3144,2
3145,5
3146,2
3147,4
3148,5
3149,3
3150,4
3151,3
3152,1
3153,3
3154,2
3155,3
3156,4
3157,5
3158,0
3159,3
3160,3
3161,2
3162,2
3163,2
3164,2
3165,0
3166,4
3167,1
3168,4
3169,0
3170,4
3171,3
3172,1
3173,0
3174,4
3175,4
3176,5
3177,4
3178,2
3179,1
3180,3
3181,0
3182,1
3183,4
3184,3
3185,3
3186,3
3187,1
3188,4
3189,5
3190,3
3191,0
3192,5
3193,0
3194,5
3195,3
3196,1
3197,5
3198,1
3199,3
3200,4
3201,2
3202,5
3203,1
3204,2
3205,4
3206,5
3207,0
3208,0
3209,1
3210,4
3211,0
3212,1
3213,4
3214,4
3215,1
3216,5
3217,5
3218,3
3219,5
3220,0
3221,5
3222,3
3223,0
3224,5
3225,2
3226,5
3227,2
3228,4
3229,3
3230,5
3231,0
3232,4
3233,0
3234,1
3235,4
3236,0
3237,2
3238,2
3239,4
3240,3
3241,5
3242,3
3243,3
3244,3
3245,1
3246,4
3247,0
3248,4
3249,5
3250,4
3251,2
3252,0
3253,1
3254,2
3255,3
3256,5
3257,3
3258,0
3259,4
3260,4
3261,1
3262,2
3263,5
3264,3
3265,2
3266,0
3267,4
3268,1
3269,2
3270,3
3271,4
3272,4
3273,5
3274,3
3275,0
3276,3
3277,2
3278,4
3279,2
3280,0
3281,0
3282,4
3283,3
3284,0
3285,4
3286,4
3287,5
3288,4
3289,4
3290,5
3291,1
3292,5
3293,3
3294,2
3295,1
3296,4
3297,4
3298,2
3299,2
3300,2
3301,5
3302,1
3303,4
3304,2
3305,4
3306,2
3307,3
3308,1
3309,3
3310,3
3311,0
3312,0
3313,0
3314,2
3315,0
3316,1
3317,0
3318,3
3319,3
3320,0
3321,0
3322,2
3323,0
3324,5
3325,3
3326,1
3327,5
3328,3
3329,3
3330,5
3331,1
3332,5
3333,4
3334,1
3335,4
3336,2
3337,1
3338,4
3339,2
3340,4
3341,5
3342,0
3343,3
3344,5
3345,5
3346,1
3347,4
3348,3
3349,5
3350,2
3351,3
3352,3
3353,3
3354,2
3355,0
3356,2
3357,3
3358,3
3359,4
3360,1
3361,5
3362,3
3363,3
3364,2
3365,5
3366,2
3367,0
3368,3
3369,0
3370,1
3371,5
3372,4
3373,5
3374,2
3375,4
3376,0
3377,0
3378,4
3379,1
3380,3
3381,4
3382,4
3383,1
3384,5
3385,2
3386,2
3387,0
3388,1
3389,1
3390,2
3391,5
3392,1
3393,4
3394,1
3395,1
3396,3
3397,1
3398,4
3399,5
3400,5
3401,4
3402,3
3403,1
3404,5
3405,0
3406,5
3407,1
3408,2
3409,5
3410,2
3411,5
3412,3
3413,3
3414,5
3415,0
3416,4
3417,1
3418,4
3419,0
3420,5
3421,4
3422,0
3423,3
3424,1
3425,3
3426,3
3427,4
3428,1
3429,5
3430,3
3431,5
3432,3
3433,5
3434,0
3435,0
3436,1
3437,5
3438,0
3439,4
3440,5
3441,4
3442,5
3443,1
3444,2
3445,5
3446,1
3447,2
3448,3
3449,1
3450,4
3451,2
3452,3
3453,1
3454,0
3455,1
3456,1
3457,4
3458,0
3459,3
3460,0
3461,1
3462,0
3463,2
3464,4
3465,0
3466,4
3467,1
3468,5
3469,5
3470,3
3471,3
3472,2
3473,3
3474,3
3475,1
3476,4
3477,3
3478,2
3479,0
3480,3
3481,2
3482,5
3483,1
3484,3
3485,3
3486,0
3487,1
3488,5
3489,3
3490,4
3491,1
3492,3
3493,1
3494,5
3495,3
3496,0
3497,1
3498,3
3499,2
3500,4
3501,5
3502,5
3503,1
3504,2
3505,1
3506,1
3507,1
3508,5
3509,1
3510,4
3511,2
3512,3
3513,1
3514,4
3515,1
3516,5
3517,1
3518,0
3519,3
3520,1
3521,4
3522,1
3523,0
3524,1
3525,3
3526,4
3527,3
3528,4
3529,2
3530,0
3531,5
3532,2
3533,5
3534,3
3535,0
3536,0
3537,3
3538,5
3539,3
3540,2
3541,0
3542,4
3543,4
3544,2
3545,1
3546,3
3547,1
3548,3
3549,4
3550,4
3551,5
3552,4
3553,1
3554,1
3555,5
3556,0
3557,5
3558,0
3559,2
3560,0
3561,5
3562,1
3563,3
3564,3
3565,3
3566,5
3567,2
3568,2
3569,3
3570,4
3571,0
3572,2
3573,3
3574,4
3575,2
3576,2
3577,1
3578,3
3579,1
3580,0
3581,1
3582,4
3583,1
3584,4
3585,2
3586,5
3587,5
3588,3
3589,1
3590,1
3591,1
3592,1
3593,4
3594,3
3595,3
3596,2
3597,0
3598,5
3599,0
3600,3
3601,2
3602,1
3603,4
3604,2
3605,2
3606,3
3607,1
3608,4
3609,4
3610,4
3611,3
3612,5
3613,1
3614,2
3615,5
3616,2
3617,2
3618,2
3619,2
3620,3
3621,2
3622,0
3623,4
3624,0
3625,2
3626,2
3627,4
3628,5
3629,3
3630,1
3631,4
3632,1
3633,0
3634,4
3635,5
3636,5
3637,2
3638,0
3639,0
3640,3
3641,2
3642,2
3643,5
3644,2
3645,5
3646,4
3647,5
3648,3
3649,2
3650,3
3651,4
3652,2
3653,4
3654,2
3655,1
3656,1
3657,1
3658,2
3659,3
3660,1
3661,2
3662,5
3663,3
3664,0
3665,0
3666,4
3667,4
3668,1
3669,0
3670,0
3671,5
3672,5
3673,2
3674,3
3675,4
3676,1
3677,3
3678,4
3679,1
3680,0
3681,4
3682,3
3683,3
3684,3
3685,2
3686,1
3687,5
3688,5
3689,3
3690,2
3691,2
3692,2
3693,1
3694,1
3695,4
3696,5
3697,1
3698,4
3699,3
3700,5
3701,5
3702,5
3703,1
3704,2
3705,4
3706,3
3707,2
3708,4
3709,5
3710,5
3711,1
3712,0
3713,2
3714,2
3715,1
3716,3
3717,3
3718,4
3719,5
3720,0
3721,5
3722,4
3723,4
3724,3
3725,3
3726,1
3727,3
3728,5
3729,4
3730,0
3731,1
3732,4
3733,3
3734,1
3735,5
3736,3
3737,1
3738,1
3739,3
3740,4
3741,4
3742,5
3743,3
3744,1
3745,3
3746,1
3747,4
3748,3
3749,2
3750,3
3751,0
3752,2
3753,2
3754,5
3755,5
3756,3
3757,2
3758,0
3759,5
3760,2
3761,5
3762,5
3763,2
3764,5
3765,0
3766,5
3767,4
3768,2
3769,5
3770,3
3771,3
3772,1
3773,2
3774,3
3775,0
3776,5
3777,4
3778,5
3779,3
3780,1
3781,5
3782,5
3783,3
3784,5
3785,3
3786,0
3787,4
3788,0
3789,2
3790,5
3791,0
3792,0
3793,0
3794,1
3795,4
3796,3
3797,1
3798,4
3799,1
3800,1
3801,4
3802,1
3803,4
3804,2
3805,5
3806,2
3807,2
3808,4
3809,3
3810,3
3811,4
3812,4
3813,3
3814,2
3815,3
3816,5
3817,1
3818,0
3819,3
3820,2
3821,2
3822,5
3823,0
3824,2
3825,4
3826,3
3827,2
3828,3
3829,3
3830,3
3831,5
3832,5
3833,3
3834,5
3835,4
3836,2
3837,5
3838,3
3839,0
3840,4
3841,3
3842,4
3843,5
3844,5
3845,3
3846,5
3847,0
3848,2
3849,2
3850,3
3851,3
3852,5
3853,2
3854,1
3855,1
3856,4
3857,4
3858,5
3859,3
3860,2
3861,1
3862,4
3863,1
3864,4
3865,0
3866,2
3867,3
3868,3
3869,1
3870,3
3871,3
3872,0
3873,3
3874,2
3875,3
3876,4
3877,1
3878,4
3879,3
3880,0
3881,0
3882,2
3883,3
3884,4
3885,5
3886,0
3887,1
3888,4
3889,1
3890,5
3891,0
3892,3
3893,5
3894,1
3895,5
3896,5
3897,4
3898,3
3899,1
3900,4
3901,3
3902,3
3903,5
3904,2
3905,3
3906,0
3907,4
3908,1
3909,1
3910,4
3911,4
3912,0
3913,5
3914,1
3915,0
3916,2
3917,1
3918,3
3919,5
3920,3
3921,4
3922,5
3923,5
3924,5
3925,2
3926,4
3927,0
3928,2
3929,0
3930,3
3931,2
3932,0
3933,3
3934,0
3935,3
3936,0
3937,1
3938,2
3939,4
3940,5
3941,1
3942,2
3943,5
3944,1
3945,4
3946,0
3947,4
3948,1
3949,5
3950,3
3951,1
3952,5
3953,1
3954,2
3955,3
3956,1
3957,2
3958,3
3959,0
3960,4
3961,2
3962,3
3963,0
3964,1
3965,4
3966,5
3967,3
3968,1
3969,0
3970,4
3971,0
3972,2
3973,3
3974,3
3975,0
3976,3
3977,1
3978,1
3979,1
3980,1
3981,2
3982,2
3983,1
3984,0
3985,1
3986,1
3987,5
3988,0
3989,1
3990,5
3991,0
3992,3
3993,1
3994,5
3995,3
3996,0
3997,0
3998,3
3999,2
4000,3
4001,4
4002,0
4003,3
4004,1
4005,4
4006,0
4007,3
4008,1
4009,5
4010,1
4011,1
4012,5
4013,2
4014,4
4015,4
4016,1
4017,3
4018,0
4019,3
4020,0
4021,0
4022,3
4023,3
4024,1
4025,5
4026,4
4027,2
4028,0
4029,5
4030,1
4031,1
4032,0
4033,5
4034,5
4035,2
4036,2
4037,5
4038,0
4039,1
4040,1
4041,0
4042,5
4043,4
4044,5
4045,3
4046,0
4047,3
4048,0
4049,3
4050,4
4051,3
4052,3
4053,5
4054,1
4055,0
4056,0
4057,3
4058,3
4059,0
4060,3
4061,4
4062,5
4063,5
4064,4
4065,1
4066,1
4067,1
4068,5
4069,0
4070,3
4071,4
4072,3
4073,1
4074,2
4075,1
4076,1
4077,1
4078,2
4079,3
4080,3
4081,4
4082,4
4083,1
4084,5
4085,0
4086,0
4087,4
4088,5
4089,1
4090,1
4091,0
4092,0
4093,4
4094,3
4095,1
4096,3
4097,5
4098,4
4099,4
4100,4
4101,0
4102,4
4103,2
4104,1
4105,5
4106,1
4107,2
4108,1
4109,0
4110,2
4111,3
4112,1
4113,2
4114,5
4115,2
4116,3
4117,5
4118,4
4119,1
4120,4
4121,4
4122,1
4123,3
4124,4
4125,3
4126,2
4127,3
4128,4
4129,1
4130,5
4131,1
4132,4
4133,4
4134,0
4135,0
4136,1
4137,1
4138,4
4139,0
4140,4
4141,5
4142,4
4143,4
4144,1
4145,0
4146,3
4147,4
4148,0
4149,3
4150,5
4151,1
4152,5
4153,3
4154,3
4155,4
4156,4
4157,5
4158,3
4159,0
4160,0
4161,1
4162,5
4163,4
4164,0
4165,4
4166,3
4167,0
4168,2
4169,0
4170,4
4171,2
4172,3
4173,5
4174,4
4175,3
4176,1
4177,0
4178,5
4179,0
4180,0
4181,0
4182,0
4183,2
4184,0
4185,4
4186,2
4187,5
4188,4
4189,2
4190,2
4191,1
4192,5
4193,4
4194,5
4195,1
4196,1
4197,4
4198,5
4199,3
4200,2
4201,0
4202,3
4203,0
4204,4
4205,5
4206,1
4207,5
4208,5
4209,0
4210,4
4211,0
4212,2
4213,2
4214,0
4215,5
4216,4
4217,4
4218,3
4219,1
4220,1
4221,3
4222,3
4223,1
4224,5
4225,2
4226,2
4227,0
4228,0
4229,4
4230,5
4231,0
4232,1
4233,0
4234,0
4235,2
4236,3
4237,5
4238,1
4239,5
4240,1
4241,4
4242,4
4243,3
4244,3
4245,5
4246,0
4247,2
4248,3
4249,4
4250,3
4251,4
4252,3
4253,2
4254,5
4255,5
4256,1
4257,1
4258,5
4259,5
4260,3
4261,0
4262,2
4263,2
4264,0
4265,5
4266,0
4267,1
4268,0
4269,1
4270,1
4271,3
4272,1
4273,1
4274,3
4275,0
4276,4
4277,3
4278,3
4279,3
4280,4
4281,1
4282,5
4283,2
4284,5
4285,0
4286,4
4287,1
4288,4
4289,4
4290,3
4291,1
4292,0
4293,2
4294,2
4295,5
4296,0
4297,0
4298,5
4299,4
4300,2
4301,5
4302,1
4303,0
4304,2
4305,5
4306,5
4307,4
4308,0
4309,4
4310,2
4311,2
4312,0
4313,5
4314,4
4315,2
4316,3
4317,2
4318,5
4319,0
4320,1
4321,4
4322,4
4323,0
4324,4
4325,4
4326,5
4327,2
4328,2
4329,2
4330,5
4331,5
4332,0
4333,2
4334,3
4335,0
4336,0
4337,1
4338,5
4339,1
4340,5
4341,0
4342,5
4343,0
4344,2
4345,4
4346,5
4347,1
4348,1
4349,5
4350,2
4351,1
4352,1
4353,1
4354,2
4355,2
4356,3
4357,2
4358,3
4359,5
4360,4
4361,0
4362,5
4363,3
4364,0
4365,5
4366,0
4367,1
4368,0
4369,2
4370,4
4371,4
4372,3
4373,4
4374,3
4375,1
4376,2
4377,2
4378,5
4379,4
4380,4
4381,5
4382,4
4383,0
4384,4
4385,1
4386,1
4387,2
4388,0
4389,3
4390,2
4391,5
4392,3
4393,2
4394,2
4395,0
4396,4
4397,2
4398,3
4399,1
4400,2
4401,1
4402,5
4403,5
4404,4
4405,3
4406,3
4407,0
4408,2
4409,0
4410,4
4411,2
4412,3
4413,5
4414,3
4415,5
4416,0
4417,3
4418,5
4419,2
4420,5
4421,0
4422,3
4423,2
4424,2
4425,0
4426,0
4427,1
4428,2
4429,5
4430,3
4431,0
4432,2
4433,3
4434,4
4435,3
4436,1
4437,3
4438,1
4439,4
4440,4
4441,2
4442,4
4443,0
4444,3
4445,5
4446,2
4447,3
4448,1
4449,5
4450,2
4451,1
4452,4
4453,5
4454,2
4455,4
4456,3
4457,0
4458,5
4459,4
4460,2
4461,3
4462,4
4463,4
4464,5
4465,1
4466,1
4467,0
4468,4
4469,5
4470,2
4471,3
4472,2
4473,5
4474,4
4475,5
4476,2
4477,2
4478,4
4479,0
4480,4
4481,3
4482,5
4483,0
4484,2
4485,4
4486,3
4487,4
4488,0
4489,4
4490,4
4491,4
4492,5
4493,3
4494,1
4495,3
4496,5
4497,0
4498,5
4499,5
4500,2
4501,0
4502,5
4503,5
4504,2
4505,0
4506,0
4507,1
4508,2
4509,1
4510,0
4511,0
4512,4
4513,3
4514,5
4515,1
4516,0
4517,1
4518,3
4519,1
4520,2
4521,4
4522,4
4523,4
4524,2
4525,0
4526,5
4527,4
4528,1
4529,1
4530,5
4531,4
4532,3
4533,1
4534,2
4535,4
4536,2
4537,0
4538,5
4539,2
4540,4
4541,0
4542,3
4543,1
4544,3
4545,2
4546,1
4547,3
4548,4
4549,2
4550,2
4551,2
4552,1
4553,1
4554,0
4555,5
4556,5
4557,1
4558,4
4559,5
4560,0
4561,5
4562,3
4563,0
4564,3
4565,3
4566,3
4567,4
4568,4
4569,4
4570,1
4571,1
4572,2
4573,5
4574,5
4575,5
4576,5
4577,3
4578,0
4579,1
4580,1
4581,4
4582,2
4583,4
4584,1
4585,4
4586,2
4587,1
4588,3
4589,5
4590,4
4591,2
4592,5
4593,0
4594,3
4595,5
4596,2
4597,0
4598,5
4599,5
4600,5
4601,3
4602,5
4603,4
4604,1
4605,5
4606,4
4607,3
4608,3
4609,2
4610,2
4611,2
4612,2
4613,3
4614,1
4615,0
4616,1
4617,0
4618,2
4619,5
4620,2
4621,2
4622,2
4623,2
4624,0
4625,5
4626,1
4627,5
4628,4
4629,0
4630,5
4631,1
4632,4
4633,0
4634,3
4635,3
4636,0
4637,0
4638,5
4639,5
4640,0
4641,0
4642,3
4643,5
4644,0
4645,3
4646,2
4647,2
4648,5
4649,2
4650,4
4651,1
4652,2
4653,1
4654,3
4655,0
4656,3
4657,2
4658,4
4659,1
4660,2
4661,3
4662,0
4663,1
4664,1
4665,5
4666,5
4667,1
4668,4
4669,4
4670,4
4671,5
4672,5
4673,3
4674,4
4675,3
4676,3
4677,2
4678,0
4679,2
4680,0
4681,2
4682,3
4683,2
4684,3
4685,0
4686,0
4687,0
4688,4
4689,1
4690,3
4691,5
4692,0
4693,3
4694,4
4695,4
4696,3
4697,0
4698,5
4699,4
4700,0
4701,2
4702,0
4703,4
4704,0
4705,4
4706,2
4707,3
4708,4
4709,3
4710,3
4711,0
4712,3
4713,4
4714,4
4715,2
4716,4
4717,3
4718,5
4719,1
4720,4
4721,2
4722,0
4723,4
4724,3
4725,1
4726,0
4727,2
4728,0
4729,1
4730,0
4731,4
4732,5
4733,3
4734,3
4735,2
4736,2
4737,2
4738,1
4739,3
4740,2
4741,5
4742,5
4743,4
4744,0
4745,1
4746,1
4747,2
4748,4
4749,2
4750,1
4751,5
4752,0
4753,0
4754,0
4755,0
4756,3
4757,1
4758,0
4759,1
4760,2
4761,0
4762,4
4763,2
4764,5
4765,3
4766,5
4767,4
4768,2
4769,1
4770,5
4771,2
4772,5
4773,0
4774,5
4775,0
4776,5
4777,5
4778,1
4779,3
4780,1
4781,2
4782,0
4783,2
4784,2
4785,1
4786,3
4787,5
4788,5
4789,2
4790,5
4791,3
4792,5
4793,1
4794,4
4795,0
4796,4
4797,5
4798,1
4799,2
4800,4
4801,2
4802,0
4803,1
4804,5
4805,0
4806,4
4807,3
4808,3
4809,4
4810,0
4811,1
4812,2
4813,2
4814,2
4815,2
4816,2
4817,0
4818,4
4819,5
4820,2
4821,3
4822,5
4823,2
4824,4
4825,3
4826,5
4827,2
4828,5
4829,5
4830,1
4831,5
4832,0
4833,3
4834,5
4835,4
4836,3
4837,1
4838,0
4839,0
4840,5
4841,4
4842,5
4843,4
4844,5
4845,5
4846,0
4847,2
4848,0
4849,1
4850,5
4851,2
4852,4
4853,3
4854,1
4855,1
4856,3
4857,3
4858,4
4859,4
4860,2
4861,1
4862,3
4863,1
4864,4
4865,5
4866,5
4867,0
4868,5
4869,5
4870,0
4871,4
4872,5
4873,5
4874,4
4875,2
4876,5
4877,1
4878,3
4879,1
4880,0
4881,4
4882,5
4883,3
4884,2
4885,2
4886,2
4887,3
4888,4
4889,2
4890,3
4891,5
4892,3
4893,0
4894,5
4895,0
4896,5
4897,2
4898,1
4899,4
4900,5
4901,2
4902,0
4903,3
4904,0
4905,5
4906,0
4907,3
4908,3
4909,2
4910,4
4911,0
4912,0
4913,1
4914,4
4915,0
4916,3
4917,0
4918,1
4919,0
4920,5
4921,3
4922,3
4923,3
4924,1
4925,3
4926,1
4927,5
4928,0
4929,1
4930,1
4931,3
4932,0
4933,1
4934,5
4935,3
4936,3
4937,5
4938,4
4939,1
4940,3
4941,5
4942,4
4943,0
4944,3
4945,0
4946,3
4947,4
4948,2
4949,3
4950,1
4951,3
4952,5
4953,4
4954,0
4955,5
4956,0
4957,1
4958,3
4959,4
4960,1
4961,2
4962,2
4963,5
4964,5
4965,3
4966,2
4967,1
4968,5
4969,5
4970,0
4971,5
4972,1
4973,3
4974,5
4975,1
4976,0
4977,3
4978,0
4979,5
4980,2
4981,4
4982,5
4983,0
4984,3
4985,0
4986,0
4987,0
4988,5
4989,0
4990,4
4991,1
4992,5
4993,3
4994,4
4995,3
4996,1
4997,1
4998,5
4999,2
5000,5
5001,4
5002,0
5003,4
5004,4
5005,3
5006,0
5007,3
5008,3
5009,5
5010,1
5011,4
5012,0
5013,4
5014,0
5015,5
5016,1
5017,4
5018,2
5019,5
5020,5
5021,5
5022,1
5023,0
5024,1
5025,3
5026,4
5027,3
5028,2
5029,0
5030,1
5031,5
5032,1
5033,0
5034,2
5035,2
5036,5
5037,1
5038,3
5039,0
5040,0
5041,2
5042,5
5043,3
5044,2
5045,2
5046,4
5047,2
5048,1
5049,5
5050,4
5051,5
5052,0
5053,3
5054,2
5055,0
5056,4
5057,1
5058,4
5059,4
5060,3
5061,0
5062,2
5063,3
5064,5
5065,3
5066,4
5067,5
5068,3
5069,4
5070,0
5071,5
5072,3
5073,1
5074,0
5075,4
5076,1
5077,5
5078,1
5079,5
5080,3
5081,4
5082,0
5083,0
5084,4
5085,2
5086,1
5087,5
5088,5
5089,2
5090,2
5091,2
5092,3
5093,4
5094,0
5095,5
5096,0
5097,1
5098,3
5099,4
5100,2
5101,0
5102,2
5103,1
5104,3
5105,0
5106,3
5107,1
5108,5
5109,5
5110,5
5111,4
5112,4
5113,5
5114,3
5115,2
5116,1
5117,3
5118,5
5119,0
5120,4
5121,0
5122,4
5123,5
5124,3
5125,0
5126,5
5127,2
5128,4
5129,5
5130,4
5131,5
5132,1
5133,5
5134,4
5135,1
5136,2
5137,2
5138,4
5139,5
5140,1
5141,2
5142,2
5143,2
5144,2
5145,2
5146,2
5147,1
5148,2
5149,4
5150,5
5151,2
5152,1
5153,4
5154,2
5155,1
5156,3
5157,0
5158,3
5159,1
5160,3
5161,5
5162,1
5163,3
5164,0
5165,2
5166,0
5167,4
5168,4
5169,0
5170,2
5171,1
5172,2
5173,5
5174,2
5175,2
5176,3
5177,2
5178,0
5179,0
5180,1
5181,1
5182,1
5183,4
5184,2
5185,5
5186,3
5187,4
5188,4
5189,5
5190,0
5191,0
5192,4
5193,3
5194,0
5195,2
5196,4
5197,1
5198,5
5199,2
5200,3
5201,0
5202,2
5203,0
5204,0
5205,5
5206,2
5207,3
5208,0
5209,2
5210,5
5211,1
5212,2
5213,1
5214,4
5215,2
5216,2
5217,4
5218,2
5219,2
5220,0
5221,5
5222,5
5223,4
5224,3
5225,5
5226,5
5227,1
5228,0
5229,3
5230,5
5231,1
5232,2
5233,5
5234,0
5235,4
5236,1
5237,2
5238,4
5239,0
5240,4
5241,0
5242,5
5243,3
5244,3
5245,0
5246,1
5247,1
5248,1
5249,5
5250,1
5251,1
5252,3
5253,5
5254,4
5255,3
5256,0
5257,4
5258,5
5259,2
5260,5
5261,5
5262,1
5263,4
5264,3
5265,0
5266,3
5267,0
5268,2
5269,5
5270,4
5271,4
5272,4
5273,5
5274,5
5275,1
5276,2
5277,5
5278,4
5279,0
5280,2
5281,3
5282,0
5283,4
5284,4
5285,1
5286,1
5287,0
5288,3
5289,1
5290,4
5291,3
5292,1
5293,3
5294,3
5295,0
5296,3
5297,1
5298,1
5299,4
5300,2
5301,0
5302,0
5303,1
5304,5
5305,2
5306,0
5307,0
5308,0
5309,1
5310,3
5311,4
5312,3
5313,5
5314,0
5315,4
5316,2
5317,2
5318,4
5319,2
5320,5
5321,3
5322,4
5323,2
5324,3
5325,4
5326,1
5327,1
5328,3
5329,5
5330,2
5331,3
5332,1
5333,2
5334,1
5335,0
5336,5
5337,5
5338,0
5339,3
5340,3
5341,1
5342,5
5343,5
5344,1
5345,5
5346,1
5347,3
5348,1
5349,5
5350,4
5351,2
5352,5
5353,5
5354,2
5355,5
5356,0
5357,1
5358,1
5359,3
5360,0
5361,4
5362,1
5363,2
5364,5
5365,5
5366,2
5367,0
5368,0
5369,0
5370,1
5371,3
5372,4
5373,4
5374,3
5375,4
5376,4
5377,5
5378,0
5379,3
5380,5
5381,0
5382,2
5383,3
5384,5
5385,5
5386,1
5387,0
5388,1
5389,0
5390,3
5391,2
5392,2
5393,5
5394,5
5395,3
5396,2
5397,0
5398,5
5399,0
5400,4
5401,2
5402,5
5403,3
5404,5
5405,2
5406,4
5407,4
5408,3
5409,1
5410,0
5411,3
5412,2
5413,4
5414,3
5415,3
5416,3
5417,1
5418,5
5419,0
5420,1
5421,4
5422,5
5423,3
5424,2
5425,4
5426,0
5427,2
5428,4
5429,4
5430,3
5431,2
5432,5
5433,2
5434,4
5435,3
5436,5
5437,0
5438,1
5439,5
5440,2
5441,2
5442,3
5443,3
5444,1
5445,1
5446,2
5447,2
5448,1
5449,3
5450,1
5451,3
5452,1
5453,1
5454,4
5455,0
5456,0
5457,2
5458,5
5459,2
5460,4
5461,4
5462,3
5463,4
5464,4
5465,1
5466,0
5467,0
5468,4
5469,5
5470,5
5471,5
5472,4
5473,1
5474,5
5475,5
5476,1
5477,0
5478,2
5479,3
5480,1
5481,3
5482,2
5483,1
5484,1
5485,4
5486,1
5487,3
5488,2
5489,0
5490,3
5491,0
5492,2
5493,5
5494,3
5495,4
5496,1
5497,1
5498,3
5499,0
5500,5
5501,3
5502,1
5503,2
5504,4
5505,3
5506,3
5507,2
5508,3
5509,2
5510,0
5511,2
5512,5
5513,3
5514,0
5515,5
5516,1
5517,0
5518,4
5519,1
5520,5
5521,3
5522,5
5523,2
5524,4
5525,2
5526,0
5527,2
5528,1
5529,5
5530,3
5531,2
5532,3
5533,1
5534,2
5535,1
5536,5
5537,2
5538,1
5539,5
5540,3
5541,3
5542,3
5543,4
5544,3
5545,2
5546,5
5547,0
5548,4
5549,0
5550,4
5551,0
5552,5
5553,4
5554,2
5555,3
5556,4
5557,5
5558,3
5559,5
5560,0
5561,5
5562,4
5563,1
5564,2
5565,1
5566,1
5567,0
5568,3
5569,0
5570,0
5571,4
5572,4
5573,2
5574,5
5575,0
5576,2
5577,4
5578,4
5579,2
5580,2
5581,1
5582,1
5583,4
5584,3
5585,0
5586,4
5587,5
5588,0
5589,5
5590,1
5591,1
5592,3
5593,2
5594,4
5595,4
5596,5
5597,0
5598,2
5599,4
5600,5
5601,4
5602,3
5603,4
5604,5
5605,0
5606,0
5607,5
5608,0
5609,4
5610,0
5611,0
5612,5
5613,3
5614,0
5615,0
5616,4
5617,4
5618,1
5619,0
5620,3
5621,4
5622,0
5623,3
5624,5
5625,3
5626,4
5627,4
5628,5
5629,2
5630,1
5631,2
5632,0
5633,2
5634,4
5635,2
5636,1
5637,2
5638,2
5639,4
5640,5
5641,0
5642,5
5643,5
5644,4
5645,3
5646,2
5647,2
5648,2
5649,3
5650,1
5651,0
5652,4
5653,1
5654,2
5655,4
5656,1
5657,5
5658,3
5659,2
5660,5
5661,0
5662,0
5663,0
5664,0
5665,3
5666,3
5667,1
5668,5
5669,2
5670,5
5671,2
5672,2
5673,5
5674,1
5675,4
5676,0
5677,5
5678,1
5679,2
5680,0
5681,0
5682,1
5683,3
5684,5
5685,0
5686,2
5687,3
5688,3
5689,4
5690,4
5691,5
5692,5
5693,1
5694,0
5695,5
5696,1
5697,0
5698,2
5699,2
5700,0
5701,4
5702,5
5703,4
5704,5
5705,3
5706,1
5707,1
5708,1
5709,3
5710,0
5711,2
5712,2
5713,5
5714,5
5715,1
5716,3
5717,5
5718,4
5719,5
5720,5
5721,3
5722,2
5723,2
5724,2
5725,0
5726,4
5727,3
5728,2
5729,5
5730,5
5731,3
5732,5
5733,3
5734,5
5735,5
5736,1
5737,2
5738,0
5739,0
5740,4
5741,0
5742,0
5743,1
5744,1
5745,0
5746,3
5747,1
5748,4
5749,2
5750,3
5751,0
5752,0
5753,2
5754,3
5755,5
5756,2
5757,2
5758,3
5759,5
5760,5
5761,5
5762,2
5763,5
5764,3
5765,2
5766,1
5767,4
5768,1
5769,0
5770,0
5771,0
5772,4
5773,3
5774,1
5775,0
5776,5
5777,1
5778,4
5779,5
5780,0
5781,4
5782,1
5783,1
5784,5
5785,3
5786,1
5787,3
5788,3
5789,2
5790,0
5791,5
5792,2
5793,4
5794,3
5795,1
5796,3
